id,label,left_name,left_address,left_city,left_phone,left_category,left_class,right_name,right_address,right_city,right_phone,right_category,right_class
518,1,Arnie Morton's of Chicago,435 S La Cienega Boulevard,Los Angeles,310-246-1501,american,0,Arnie Morton's of Chicago,435 S La Cienega Boulevard,Los Angeles,310-246-1501,steakhouses,0
519,0,citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6,mo better meatty meat,7261 Melrose Avenue,Los Angeles,213-935-5280,hamburgers,579
520,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,702-733-3111,coffee shops/diners,431,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664
521,0,Tavola Calda,7371 Melrose Avenue,Los Angeles,213-658-6340,italian,165,Sweet Lady Jane,8360 Melrose Avenue,Los Angeles,213-653-7145,desserts,596
522,0,lespinasse,2 E 55th St,New York,212-339-6719,american,43,dawat,210 E 58th St,New York City,212-355-7555,indian,32
523,0,vong,200 E 54th St,New York,212-486-9592,american,373,dawat,210 E 58th St,New York City,212-355-7555,indian,32
524,1, chin's ,3200 Las Vegas Blvd S,Las Vegas,702-733-8899,asian,67, chin's ,3200 Las Vegas Blvd S,Las Vegas,702-733-8899,chinese,67
525,0,Il Nido,251 East 53rd Street,New York,212-753-8450,italian,267,Seryna,11 East 53rd Street,New York City,212-980-9393,japanese,59
526,0,Jean Lafitte,68 W 58th St,New York,212-751-2323,french,272,Petrossian,182 W 58th St,New York City,212-245-2214,russian,52
527,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446,steak house the,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
528,0,Luna Si,1931 Peachtree Road,Atlanta,404-355-5993,continental,405,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,404-659-0400,french (classic),91
529,0,Four Seasons Grill Room,99 E 52nd St,New York,212-754-9494,american,34,21 Club,21 W 52nd St,New York City,212-582-7200,american (new),23
530,0,Golden Steer,308 W Sahara Ave,Las Vegas,702-384-4470,steak houses,441,Mayflower Cuisinier,4750 W Sahara Ave,Las Vegas,702-870-8432,chinese,663
531,0,Camille's,1186 North Highland Avenue,Atlanta,404-872-7203,italian,388,Carmine's,2450 Broadway,New York City,212-362-2200,italian,28
532,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438,buccaneer bay club,3300 Las Vegas Boulevard South,Las Vegas,702-894-7350,continental,657
533,0,felidia,243 e 58th st,New York,212-758-1479,italian,33,petrossian,182 w 58th st,New York City,212-245-2214,russian,52
534,0,Viva Mercado's,6182 W Flamingo Road,Las Vegas,702-871-8826,mexican,451,Tillerman The,2245 E Flamingo Road,Las Vegas,702-731-4036,steakhouses,73
535,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68,Morton's of Chicago,3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
536,0,Le Colonial,149 E 57th St,New York,212-752-0808,asian,286,Lutece,249 E 50th St,New York City,212-752-2225,french (classic),44
537,0,tomtom,3393 Peachtree Road,Atlanta,404-264-1163,continental,422,Original Pancake House,4330 Peachtree Road,Atlanta,404-237-4116,american,708
538,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Road NE,Atlanta,404-237-2700,american (new),89
539,1,Art's Delicatessen,12224 Ventura Blvd.,Studio City,818-762-1221,american,1,Art's Deli,12224 Ventura Blvd.,Studio City,818-762-1221,delis,1
540,1,Carnegie Deli,854 7th Avenue between 54th and 55th Sts,New York,212-757-2245,delicatessen,29,Carnegie Deli,854 Seventh Avenue,New York City,212-757-2245,delis,29
541,0,orso,322 W 46th St,New York,212-489-7212,italian,316,Island Spice,402 W 44th St,New York City,212-765-1737,caribbean,37
542,0,Annie's Thai Castle,3195 Roswell Road,Atlanta,404-264-9546,asian,381,La Fonda Latina,4427 Roswell Road,Atlanta,404-303-8201,spanish,701
543,0,Judson Grill,152 West 52nd Street,New York,212-582-5252,american,276,21 Club,21 West 52nd Street,New York City,212-582-7200,american (new),23
544,0,Manhattan Ocean Club,57 W 58th St,New York,212-371-7777,seafood,45,Les Celebrites,155 W 58th St,New York City,212-484-5113,french (classic),42
545,0,Teresa's,103 1st Ave between 6th and 7th Sts,New York,212-228-0604,east european,358,Teresa's,80 Montague St,Queens,718-520-2910,polish,647
546,0,toulouse,1200 Peachtree Street NE,Atlanta,404-351-9533,french,92,Palm Atlanta,3391 Peachtree Road NE,Atlanta,404-814-1955,steakhouses,709
547,0,citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6,Johnny Rockets,7507 Melrose Avenue,Los Angeles,213-651-3361,american,564
548,0,Cafe Pierre,2 East 61st St,New York,212-940-8185,french,203,Lespinasse,2 East 55th St,New York City,212-339-6719,asian,43
549,0,yoyo tsumami bistro,1611 Post Street,San Francisco,415-922-7788,french,530,mifune,1737 Post Street,San Francisco,415-922-0337,japanese,107
550,0,Dining Room Ritz-Carlton,3434 Peachtree Road,Atlanta,404-237-2700,international,90,Ritz-Carlton Cafe,3434 Peachtree Road NE,Atlanta,404-237-2700,american (new),89
551,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,Michael's,3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664
552,0,Des Alpes,732 Broadway,San Francisco,415-788-9900,french,468,Montrachet,239 W Broadway,New York City,212-219-2777,french bistro,49
553,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,702-733-3111,coffee shops/diners,431,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
554,0,Jewel of India,15 W 44th St,New York,212-869-5544,asian,273,Virgil's Real BBQ,152 W 44th St,New York City,212-921-9494,bbq,66
555,0,shaan,57 W 48th St,New York,212-977-8400,asian,349,Manhattan Ocean Club,57 W 58th St,New York City,212-371-7777,seafood,45
556,0,fleur de jour,348 East 62nd Street,New York,212-355-2020,coffee bar,245,la grenouille,3 East 52nd Street,New York City,212-752-1495,french (classic),623
557,0,dive !,10250 Santa Monica Boulevard,Los Angeles,310-788-0000,dive american,128,Cafe Blanc,9777 Little Santa Monica Boulevard,Beverly Hills,310-888-0108,pacific new wave,546
558,0,bizou,598 Fourth Street,San Francisco,415-543-2222,french,459,Cucina di Pesce,87 E Fourth Street,New York City,212-260-6800,seafood,608
559,0,tillerman,2245 East Flamingo Road,Las Vegas,702-731-4036,seafood,73,Fiore Rotisserie & Grille,3700 West Flamingo Road,Las Vegas,702-252-7702,italian,660
560,0,petrossian,182 West 58th Street,New York City,212-245-2214,french,52,dawat,210 East 58th Street,New York City,212-355-7555,indian,32
561,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french,12,Johnny Rockets,7507 Melrose Avenue,Los Angeles,213-651-3361,american,564
562,0,Bamboo Garden,4850 Flamingo Road,Las Vegas,702-871-3262,asian,425,Tillerman The,2245 E Flamingo Road,Las Vegas,702-731-4036,steakhouses,73
563,0,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,818-788-3536,french,3,Sushi Nozawa,11288 Ventura Boulevard,Studio City,818-508-7017,japanese,595
564,0,bistango,1100 Peachtree St,Atlanta,404-724-0901,mediterranean,386,Morton's of Chicago (Atlanta),303 Peachtree St NE,Atlanta,404-577-4366,steakhouses,704
565,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,702-894-7111,asian,662
566,0,abbey,163 Ponce de Leon Avenue,Atlanta,404-876-8532,international,379,majestic,1031 Ponce de Leon Avenue,Atlanta,404-875-0276,diners,703
